start: ,2022-07-10 07:37:24.527701,connectfrom: ,('49.230.199.210', 55029),data: ,*HQ,9172555780,V1,003719,A,1354.4037,N,10040.0703,E,1.04,86,100722,fbfffbff,520,01,8020,39095#,usetime: ,0:00:14.372000
start: ,2022-07-10 07:37:43.866458,connectfrom: ,('49.230.79.51', 55030),data: ,*HQ,9172555780,V1,003739,A,1354.4078,N,10040.0660,E,0.08,274,100722,fbfffbff,520,01,8020,39095#,usetime: ,0:00:19.334783
start: ,2022-07-10 07:38:01.913423,connectfrom: ,('49.230.72.71', 55031),data: ,*HQ,9172555780,V1,003757,A,1354.4061,N,10040.0621,E,1.06,263,100722,fbfffbff,520,01,8020,39095#,usetime: ,0:00:18.043977
start: ,2022-07-10 07:38:17.730972,connectfrom: ,('49.230.75.85', 55032),data: ,*HQ,9172555780,V1,003814,A,1354.4062,N,10040.0603,E,0.04,211,100722,fbfffbff,520,01,8020,39095#,usetime: ,0:00:15.815611
start: ,2022-07-10 07:38:34.190247,connectfrom: ,('49.230.73.152', 55033),data: ,*HQ,9172555780,V1,003830,A,1354.4062,N,10040.0570,E,0.00,237,100722,fbfffbff,520,01,8020,39095#,usetime: ,0:00:16.456337
start: ,2022-07-10 07:38:50.068672,connectfrom: ,('49.230.79.128', 55034),data: ,*HQ,9172555780,V1,003847,A,1354.4015,N,10040.0580,E,2.04,45,100722,fbfffbff,520,01,8020,39095#,usetime: ,0:00:15.877483
start: ,2022-07-10 07:39:08.491676,connectfrom: ,('49.230.76.81', 55035),data: ,*HQ,9172555780,V1,003905,A,1354.4024,N,10040.0607,E,0.00,118,100722,fbfffbff,520,01,8020,39095#,usetime: ,0:00:18.420061
start: ,2022-07-10 07:39:24.715094,connectfrom: ,('49.230.77.93', 55036),data: ,*HQ,9172555780,V1,003921,A,1354.4030,N,10040.0622,E,2.05,55,100722,fbfffbff,520,01,8020,39095#,usetime: ,0:00:16.221422
start: ,2022-07-10 07:39:40.386899,connectfrom: ,('49.230.78.249', 55037),data: ,*HQ,9172555780,V1,003937,A,1354.4051,N,10040.0634,E,0.03,94,100722,fbfffbff,520,01,8020,39095#,usetime: ,0:00:15.669805
start: ,2022-07-10 07:40:01.149173,connectfrom: ,('49.230.72.207', 55038),data: ,*HQ,9172555780,V1,003959,A,1354.4069,N,10040.0621,E,0.00,82,100722,fbfffbff,520,01,8020,39095#,usetime: ,0:00:20.759306
start: ,2022-07-10 07:40:17.445642,connectfrom: ,('49.230.72.133', 55039),data: ,*HQ,9172555780,V1,004014,A,1354.4086,N,10040.0604,E,0.00,82,100722,fbfffbff,520,01,8020,39095#,usetime: ,0:00:16.294483
start: ,2022-07-10 07:40:33.367661,connectfrom: ,('49.230.73.82', 55040),data: ,*HQ,9172555780,V1,004031,A,1354.4091,N,10040.0610,E,0.00,82,100722,fbfffbff,520,01,8020,39095#,usetime: ,0:00:15.918992
start: ,2022-07-10 07:40:49.324870,connectfrom: ,('49.230.73.167', 55041),data: ,*HQ,9172555780,V1,004046,A,1354.4093,N,10040.0614,E,0.00,82,100722,fbfffbff,520,01,8020,39095#,usetime: ,0:00:15.954233
start: ,2022-07-10 07:41:06.772994,connectfrom: ,('49.230.74.37', 55042),data: ,*HQ,9172555780,V1,004103,A,1354.4093,N,10040.0618,E,0.00,82,100722,fbfffbff,520,01,8020,39095#,usetime: ,0:00:17.446127
start: ,2022-07-10 07:41:22.850784,connectfrom: ,('49.230.73.214', 55043),data: ,*HQ,9172555780,V1,004119,A,1354.4093,N,10040.0619,E,0.00,82,100722,fbfffbff,520,01,8020,39095#,usetime: ,0:00:16.074825
